"cell","gene","garp_score","p_value"
"A2780","CARM1","-0.3707089","0.035"
"A2780_CIS","CARM1","-0.3713863","0.044"
"MM_OVCAR432_Bast_1","CARM1","-0.40615","0.698"
"OV-1946","CARM1","-0.9257122","0.072"
"OV-90","CARM1","-0.4174793","0.091"
"OVCA1369_TR","CARM1","-2.439342","0.113"
"OVCA433_Bast","CARM1","-0.9021561","0.224"
"OVCA5","CARM1","-0.6778256","0.018"
"OVCA8","CARM1","-0.4217221","0.19"
"OVCAR-3","CARM1","-0.7248673","0.271"
"SK-OV-3","CARM1","-0.1136985","0.331"
"TOV-1946","CARM1","-0.5694763","0.206"
"TOV-2223G","CARM1","-0.9875748","0.014"
"TOV-3133G","CARM1","-0.2679696","0.165"
"AsPC-1","CARM1","-0.2189859","0.264"
"BxPC-3","CARM1","-0.473343","0.161"
"CFPAC-1","CARM1","-0.1889621","0.092"
"Capan-2","CARM1","-0.0668319","0.532"
"HPAC","CARM1","-0.1714164","0.134"
"HPAF-II","CARM1","-0.3074474","0.156"
"HPDE","CARM1","-3.87582","0.126"
"Hs 766T","CARM1","-1.171587","0.061"
"IMIM-PC-1","CARM1","-0.2465621","0.108"
"IMIM-PC-2","CARM1","-0.274978","0.037"
"KP-3","CARM1","-0.4093931","0.075"
"KP-4","CARM1","-0.2867765","0.023"
"MIA PaCa-2","CARM1","-0.3064056","0.018"
"PANC-1","CARM1","-0.2772507","0.064"
"PL45","CARM1","-0.3398623","0.132"
"PaTu_8988S","CARM1","-0.2195198","0.091"
"PaTu_8988T","CARM1","-0.395301","0.004"
"Panc 02.03","CARM1","-0.5561002","0.049"
"Panc 03.27","CARM1","-0.2410156","0.141"
"Panc 04.03","CARM1","-0.2698465","0.235"
"Panc 05.04","CARM1","-0.4344095","0.202"
"Panc 08.13","CARM1","-0.2176892","0.169"
"Panc 10.05","CARM1","-0.2280428","0.244"
"RWP-1","CARM1","-0.284843","0.192"
"SK-PC-1","CARM1","-0.533294","0"
"SK-PC-3","CARM1","-0.7015985","0.095"
"SU.86.86","CARM1","-0.2388491","0.106"
"SW1990","CARM1","-0.3603709","0.074"
"BT-20","CDY1","-0.04862395","0.879"
"BT-474","CDY1","-0.04939826","0.888"
"BT-549","CDY1","-0.09494221","0.893"
"CAL-51","CDY1","-0.06249328","0.901"
"CAMA-1","CDY1","-0.2024814","0.698"
"EFM-19","CDY1","-0.003415881","0.924"
"HCC1143","CDY1","-0.05551872","0.911"
"HCC1187","CDY1","-0.09211078","0.905"
"HCC1395","CDY1","-0.1237352","0.817"
"HCC1419","CDY1","-0.0763716","0.807"
"HCC1428","CDY1","-0.6448627","0.295"
"HCC1500","CDY1","-0.06006433","0.862"
"HCC1806","CDY1","-0.02262169","0.977"
"HCC1937","CDY1","-0.00897507","0.862"
"HCC1954","CDY1","-0.1216112","0.587"
"HCC38","CDY1","-0.179028","0.647"
"Hs 578T","CDY1","-0.1188036","0.306"
"KPL-1","CDY1","-0.07554553","0.619"
"MCF7","CDY1","-0.01670333","0.779"
"MDA-MB-157","CDY1","-0.02169735","0.935"
"MDA-MB-231","CDY1","-0.01133737","0.88"
"MDA-MB-361","CDY1","0.01485158","0.976"
"MDA-MB-436","CDY1","-0.1545124","0.777"
"MDA-MB-453","CDY1","0.01092425","0.808"
"MDA-MB-468","CDY1","-0.03788455","0.792"
"SK-BR-3","CDY1","-0.3095476","0.472"
"SW527","CDY1","-0.03317988","0.876"
"T-47D","CDY1","-0.1316662","0.763"
"ZR-75-1","CDY1","-0.2015058","0.623"
"609050M","CDY1","-0.08264755","0.829"
"A2780","CDY1","0.07987823","0.982"
"A2780_CIS","CDY1","-0.01017126","0.849"
"MM_OVCAR432_Bast_1","CDY1","-0.3288438","0.78"
"OV-1946","CDY1","-0.3506445","0.629"
"OV-90","CDY1","-0.01508249","0.941"
"OVCA1369_TR","CDY1","-0.2924004","0.881"
"OVCA433_Bast","CDY1","-0.2814714","0.856"
"OVCA5","CDY1","-0.03612934","0.916"
"OVCA8","CDY1","-0.01319085","0.975"
"OVCAR-3","CDY1","-0.1721406","0.798"
"SK-OV-3","CDY1","0.02724416","0.964"
"TOV-1946","CDY1","-0.08627693","0.919"
"TOV-2223G","CDY1","0.0725054","0.982"
"TOV-3133G","CDY1","-0.009413673","0.9"
"AsPC-1","CDY1","-0.05456825","0.819"
"BxPC-3","CDY1","-0.1172538","0.808"
"CFPAC-1","CDY1","0.011244","0.988"
"Capan-2","CDY1","0.0205386","0.97"
"HPAC","CDY1","-0.04051007","0.727"
"HPAF-II","CDY1","-0.07036009","0.828"
"HPDE","CDY1","-0.9463063","0.767"
"Hs 766T","CDY1","-0.3637266","0.89"
"IMIM-PC-1","CDY1","-0.07085266","0.802"
"IMIM-PC-2","CDY1","-0.07508288","0.501"
"KP-3","CDY1","-0.03826305","0.914"
"KP-4","CDY1","-0.007370239","0.959"
"MIA PaCa-2","CDY1","-0.03135549","0.823"
"PANC-1","CDY1","-0.1339715","0.424"
"PL45","CDY1","-0.1365489","0.663"
"PaTu_8988S","CDY1","0.02255656","0.998"
"PaTu_8988T","CDY1","-0.0758754","0.653"
"Panc 02.03","CDY1","-0.1144726","0.898"
"Panc 03.27","CDY1","-0.02487539","0.886"
"Panc 04.03","CDY1","-0.1480437","0.598"
"Panc 05.04","CDY1","-0.1120475","0.906"
"Panc 08.13","CDY1","-0.05171797","0.789"
"Panc 10.05","CDY1","0.001421225","0.932"
"RWP-1","CDY1","-0.006229025","0.879"
"SK-PC-1","CDY1","-0.09503431","0.681"
"SK-PC-3","CDY1","-0.2263997","0.811"
"SU.86.86","CDY1","0.01262953","0.906"
"SW1990","CDY1","-0.06926797","0.874"
"BT-20","CDYL","-0.2245347","0.471"
"BT-474","CDYL","-0.149781","0.591"
"BT-549","CDYL","-0.340686","0.383"
"CAL-51","CDYL","-0.09217657","0.763"
"CAMA-1","CDYL","-0.3243193","0.42"
"EFM-19","CDYL","-0.02070276","0.884"
"HCC1143","CDYL","-0.03317518","0.936"
"HCC1187","CDYL","-0.1532495","0.752"
"HCC1395","CDYL","-0.3134184","0.416"
"HCC1419","CDYL","-0.06852704","0.832"
"HCC1428","CDYL","-0.1475023","0.832"
"HCC1500","CDYL","-0.04624183","0.888"
"HCC1806","CDYL","-0.06589188","0.949"
"HCC1937","CDYL","-0.02887021","0.804"
"HCC1954","CDYL","-0.0882139","0.727"
"HCC38","CDYL","-0.2500674","0.476"
"Hs 578T","CDYL","-0.01517375","0.83"
"KPL-1","CDYL","-0.04162049","0.885"
"MCF7","CDYL","-0.005242359","0.856"
"MDA-MB-157","CDYL","-0.1299265","0.593"
"MDA-MB-231","CDYL","0.06240709","0.984"
"MDA-MB-361","CDYL","-0.1339739","0.655"
"MDA-MB-436","CDYL","-0.1839791","0.689"
"MDA-MB-453","CDYL","0.008769976","0.793"
"MDA-MB-468","CDYL","-0.0889141","0.568"
"SK-BR-3","CDYL","-0.2537684","0.567"
"SW527","CDYL","-0.1183221","0.511"
"T-47D","CDYL","-0.1029025","0.825"
"ZR-75-1","CDYL","-0.08114626","0.912"
"609050M","CDYL","-0.1679403","0.53"
"A2780","CDYL","-0.001092791","0.752"
"A2780_CIS","CDYL","-0.06084612","0.629"
"MM_OVCAR432_Bast_1","CDYL","-0.5669557","0.524"
"OV-1946","CDYL","-0.5659381","0.338"
"OV-90","CDYL","-0.1227105","0.583"
"OVCA1369_TR","CDYL","-0.2146997","0.926"
"OVCA433_Bast","CDYL","-0.1619637","0.948"
"OVCA5","CDYL","-0.2840118","0.262"
"OVCA8","CDYL","-0.1995894","0.558"
"OVCAR-3","CDYL","-0.1932053","0.763"
"SK-OV-3","CDYL","-0.03054907","0.733"
"TOV-1946","CDYL","-0.5089582","0.274"
"TOV-2223G","CDYL","0.0168827","0.899"
"TOV-3133G","CDYL","-9.891432e-05","0.937"
"AsPC-1","CDYL","-0.04882386","0.842"
"BxPC-3","CDYL","-0.6221182","0.061"
"CFPAC-1","CDYL","-0.01489084","0.91"
"Capan-2","CDYL","-0.007129953","0.89"
"HPAC","CDYL","-0.0484479","0.68"
"HPAF-II","CDYL","-0.1409236","0.567"
"HPDE","CDYL","-0.6751559","0.83"
"Hs 766T","CDYL","-0.5506265","0.683"
"IMIM-PC-1","CDYL","-0.06222504","0.849"
"IMIM-PC-2","CDYL","-0.03035993","0.809"
"KP-3","CDYL","-0.08012144","0.796"
"KP-4","CDYL","-0.1140526","0.341"
"MIA PaCa-2","CDYL","-0.06604593","0.575"
"PANC-1","CDYL","-0.06814864","0.762"
"PL45","CDYL","-0.1756865","0.533"
"PaTu_8988S","CDYL","-0.01783504","0.853"
"PaTu_8988T","CDYL","-0.08856657","0.559"
"Panc 02.03","CDYL","-0.1761412","0.707"
"Panc 03.27","CDYL","-0.1078686","0.5"
"Panc 04.03","CDYL","-0.09904099","0.771"
"Panc 05.04","CDYL","-0.1749437","0.766"
"Panc 08.13","CDYL","-0.02275065","0.905"
"Panc 10.05","CDYL","-0.07845951","0.692"
"RWP-1","CDYL","-0.02252259","0.826"
"SK-PC-1","CDYL","-0.2197459","0.249"
"SK-PC-3","CDYL","-0.3673998","0.519"
"SU.86.86","CDYL","-0.03375858","0.7"
"SW1990","CDYL","-0.1030468","0.762"
"BT-20","CHD3","-0.1678303","0.589"
"BT-474","CHD3","-0.1319872","0.646"
"BT-549","CHD3","-0.212075","0.63"
"CAL-51","CHD3","-0.1904059","0.282"
"CAMA-1","CHD3","-0.2937055","0.477"
"EFM-19","CHD3","-0.008910732","0.91"
"HCC1143","CHD3","-0.2426411","0.662"
"HCC1187","CHD3","-0.1940303","0.656"
"HCC1395","CHD3","-0.358521","0.347"
"HCC1419","CHD3","-0.02627274","0.965"
"HCC1428","CHD3","-0.1919574","0.774"
"HCC1500","CHD3","-0.1894868","0.473"
"HCC1806","CHD3","-0.3582978","0.613"
"HCC1937","CHD3","-0.02756975","0.805"
"HCC1954","CHD3","-0.1491265","0.5"
"HCC38","CHD3","-0.1874652","0.629"
"Hs 578T","CHD3","-0.04425176","0.679"
"KPL-1","CHD3","-0.0910637","0.484"
"MCF7","CHD3","-0.05563332","0.5"
"MDA-MB-157","CHD3","-0.1545605","0.515"
"MDA-MB-231","CHD3","-0.1872552","0.486"
"MDA-MB-361","CHD3","-0.1506958","0.61"
"MDA-MB-436","CHD3","-0.1036619","0.927"
"MDA-MB-453","CHD3","0.007954897","0.783"
"MDA-MB-468","CHD3","-0.02625971","0.849"
"SK-BR-3","CHD3","-0.2144325","0.639"
"SW527","CHD3","-0.08819557","0.634"
"T-47D","CHD3","-0.1492234","0.705"
"ZR-75-1","CHD3","-0.2450778","0.521"
"609050M","CHD3","-0.07871109","0.842"
"A2780","CHD3","-0.1935024","0.169"
"A2780_CIS","CHD3","-0.261665","0.128"
"MM_OVCAR432_Bast_1","CHD3","-0.4025875","0.702"
"OV-1946","CHD3","-0.4903488","0.44"
"OV-90","CHD3","-0.08191065","0.72"
"OVCA1369_TR","CHD3","-0.6820502","0.624"
"OVCA433_Bast","CHD3","-0.264198","0.871"
"OVCA5","CHD3","-0.05542965","0.861"
"OVCA8","CHD3","-0.2314683","0.497"
"OVCAR-3","CHD3","-0.323562","0.608"
"SK-OV-3","CHD3","-0.07941542","0.473"
"TOV-1946","CHD3","-0.3104739","0.569"
"TOV-2223G","CHD3","-0.03763622","0.769"
"TOV-3133G","CHD3","-0.0598234","0.69"
"AsPC-1","CHD3","-0.1434545","0.475"
"BxPC-3","CHD3","-0.3998507","0.249"
"CFPAC-1","CHD3","-0.0310171","0.801"
"Capan-2","CHD3","0.04498345","0.996"
"HPAC","CHD3","-0.02119943","0.858"
"HPAF-II","CHD3","-0.07555611","0.812"
"HPDE","CHD3","-1.487178","0.604"
"Hs 766T","CHD3","-0.6072724","0.599"
"IMIM-PC-1","CHD3","-0.08899649","0.665"
"IMIM-PC-2","CHD3","-0.0891809","0.426"
"KP-3","CHD3","-0.01082193","0.971"
"KP-4","CHD3","-0.08263731","0.498"
"MIA PaCa-2","CHD3","-0.08669667","0.45"
"PANC-1","CHD3","-0.03050869","0.941"
"PL45","CHD3","-0.2067316","0.428"
"PaTu_8988S","CHD3","-0.009475845","0.892"
"PaTu_8988T","CHD3","-0.09865126","0.504"
"Panc 02.03","CHD3","-0.2073102","0.588"
"Panc 03.27","CHD3","-0.08375079","0.594"
"Panc 04.03","CHD3","-0.3862143","0.075"
"Panc 05.04","CHD3","-0.2882679","0.501"
"Panc 08.13","CHD3","-0.1315713","0.42"
"Panc 10.05","CHD3","-0.07940545","0.691"
"RWP-1","CHD3","-0.2566222","0.229"
"SK-PC-1","CHD3","-0.1591783","0.433"
"SK-PC-3","CHD3","-0.3329551","0.592"
"SU.86.86","CHD3","-0.1196357","0.346"
"SW1990","CHD3","-0.1131726","0.727"
"BT-20","CHD4","-0.7741897","0.016"
"BT-474","CHD4","-0.7040594","0.015"
"BT-549","CHD4","-0.5467202","0.144"
"CAL-51","CHD4","-0.3676028","0.055"
"CAMA-1","CHD4","-0.9076992","0.014"
"EFM-19","CHD4","-0.6149261","0.002"
"HCC1143","CHD4","-1.182636","0.01"
"HCC1187","CHD4","-0.8053464","0.019"
"HCC1395","CHD4","-0.5414796","0.125"
"HCC1419","CHD4","-0.7840082","0.006"
"HCC1428","CHD4","-1.665939","0.008"
"HCC1500","CHD4","-0.6997573","0.015"
"HCC1806","CHD4","-0.5570703","0.324"
"HCC1937","CHD4","-0.6253458","0.018"
"HCC1954","CHD4","-0.6447549","0.024"
"HCC38","CHD4","-0.6889844","0.041"
"Hs 578T","CHD4","-0.5649033","0.004"
"KPL-1","CHD4","-0.4002714","0.011"
"MCF7","CHD4","-0.3841555","0.018"
"MDA-MB-157","CHD4","-0.5263186","0.041"
"MDA-MB-231","CHD4","-0.9164292","0.014"
"MDA-MB-361","CHD4","-0.5731877","0.057"
"MDA-MB-436","CHD4","-1.077097","0.006"
"MDA-MB-453","CHD4","-0.5079485","0.005"
"MDA-MB-468","CHD4","-0.4126862","0.063"
"SK-BR-3","CHD4","-0.824266","0.03"
"SW527","CHD4","-0.4034699","0.04"
"T-47D","CHD4","-0.8203299","0.001"
"ZR-75-1","CHD4","-0.6633496","0.051"
"609050M","CHD4","-0.6216341","0.026"
"A2780","CHD4","-0.3848785","0.029"
"A2780_CIS","CHD4","-0.3969916","0.038"
"MM_OVCAR432_Bast_1","CHD4","-1.115398","0.111"
"OV-1946","CHD4","-1.243243","0.011"
"OV-90","CHD4","-0.6820237","0.021"
"OVCA1369_TR","CHD4","-3.800252","0.022"
"OVCA433_Bast","CHD4","-1.420803","0.034"
"OVCA5","CHD4","-0.6798512","0.018"
"OVCA8","CHD4","-0.8070418","0.005"
"OVCAR-3","CHD4","-1.572343","0.016"
"SK-OV-3","CHD4","-0.5016173","0.004"
"TOV-1946","CHD4","-0.9827386","0.007"
"TOV-2223G","CHD4","-0.7354203","0.055"
"TOV-3133G","CHD4","-0.3350534","0.122"
"AsPC-1","CHD4","-0.3429335","0.069"
"BxPC-3","CHD4","-0.7553078","0.03"
"CFPAC-1","CHD4","-0.4387953","0.003"
"Capan-2","CHD4","-0.3257757","0.047"
"HPAC","CHD4","-0.2627036","0.027"
"HPAF-II","CHD4","-0.6095636","0.005"
"HPDE","CHD4","-5.485024","0.044"
"Hs 766T","CHD4","-1.209104","0.047"
"IMIM-PC-1","CHD4","-0.3277592","0.043"
"IMIM-PC-2","CHD4","-0.4225211","0.009"
"KP-3","CHD4","-0.8678561","0.001"
"KP-4","CHD4","-0.2004051","0.088"
"MIA PaCa-2","CHD4","-0.3579028","0.004"
"PANC-1","CHD4","-0.4697223","0.007"
"PL45","CHD4","-0.5477571","0.01"
"PaTu_8988S","CHD4","-0.5108898","0"
"PaTu_8988T","CHD4","-0.3116952","0.025"
"Panc 02.03","CHD4","-0.3067835","0.329"
"Panc 03.27","CHD4","-0.4381763","0.035"
"Panc 04.03","CHD4","-0.6800292","0.001"
"Panc 05.04","CHD4","-0.649021","0.027"
"Panc 08.13","CHD4","-0.3939778","0.042"
"Panc 10.05","CHD4","-0.539166","0.01"
"RWP-1","CHD4","-0.3704286","0.11"
"SK-PC-1","CHD4","-0.5077954","0.004"
"SK-PC-3","CHD4","-1.102233","0.002"
"SU.86.86","CHD4","-0.4722788","0.017"
"SW1990","CHD4","-0.5454841","0.007"
"BT-20","CHRAC1","-0.3146627","0.292"
"BT-474","CHRAC1","-0.2030884","0.457"
"BT-549","CHRAC1","-0.4086469","0.287"
"CAL-51","CHRAC1","-0.1292118","0.551"
"CAMA-1","CHRAC1","-0.341722","0.383"
"EFM-19","CHRAC1","-0.2798293","0.145"
"HCC1143","CHRAC1","-0.3157153","0.528"
"HCC1187","CHRAC1","-0.5442565","0.124"
"HCC1395","CHRAC1","-0.04990521","0.949"
"HCC1419","CHRAC1","-0.2655047","0.279"
"HCC1428","CHRAC1","-0.05026329","0.944"
"HCC1500","CHRAC1","-0.3141293","0.233"
"HCC1806","CHRAC1","-0.4066679","0.531"
"HCC1937","CHRAC1","-0.1641449","0.42"
"HCC1954","CHRAC1","-0.1084361","0.65"
"HCC38","CHRAC1","-0.1509519","0.704"
"Hs 578T","CHRAC1","-0.02904512","0.772"
"KPL-1","CHRAC1","-0.1235925","0.297"
"MCF7","CHRAC1","-0.07155361","0.399"
"MDA-MB-157","CHRAC1","-0.113937","0.644"
"MDA-MB-231","CHRAC1","-0.03913863","0.825"
"MDA-MB-361","CHRAC1","-0.2208314","0.454"
"MDA-MB-436","CHRAC1","-0.4716704","0.175"
"MDA-MB-453","CHRAC1","-0.04509714","0.352"
"MDA-MB-468","CHRAC1","-0.1375593","0.405"
"SK-BR-3","CHRAC1","-0.5866148","0.137"
"SW527","CHRAC1","-0.1669232","0.368"
"T-47D","CHRAC1","-0.2610681","0.428"
"ZR-75-1","CHRAC1","-0.2265036","0.56"
"609050M","CHRAC1","-0.216216","0.399"
"A2780","CHRAC1","-0.03286326","0.617"
"A2780_CIS","CHRAC1","-0.08694271","0.522"
"MM_OVCAR432_Bast_1","CHRAC1","-1.089305","0.123"
"OV-1946","CHRAC1","-0.05846713","0.993"
"OV-90","CHRAC1","-0.09136008","0.692"
"OVCA1369_TR","CHRAC1","-1.244054","0.391"
"OVCA433_Bast","CHRAC1","-1.118145","0.114"
"OVCA5","CHRAC1","-0.1137051","0.669"
"OVCA8","CHRAC1","-0.4271784","0.182"
"OVCAR-3","CHRAC1","-0.08624615","0.89"
"SK-OV-3","CHRAC1","-0.1024892","0.366"
"TOV-1946","CHRAC1","-0.1657454","0.825"
"TOV-2223G","CHRAC1","-0.4791738","0.128"
"TOV-3133G","CHRAC1","-0.3221863","0.133"
"AsPC-1","CHRAC1","-0.2768665","0.144"
"BxPC-3","CHRAC1","-0.2103432","0.579"
"CFPAC-1","CHRAC1","-0.1171542","0.277"
"Capan-2","CHRAC1","-0.05296843","0.621"
"HPAC","CHRAC1","-0.1222463","0.264"
"HPAF-II","CHRAC1","-0.2001904","0.383"
"HPDE","CHRAC1","-0.7926061","0.807"
"Hs 766T","CHRAC1","-0.7871983","0.373"
"IMIM-PC-1","CHRAC1","-0.07922591","0.741"
"IMIM-PC-2","CHRAC1","-0.04452083","0.722"
"KP-3","CHRAC1","-0.2083815","0.381"
"KP-4","CHRAC1","-0.09361239","0.441"
"MIA PaCa-2","CHRAC1","-0.05107828","0.668"
"PANC-1","CHRAC1","-0.09546836","0.601"
"PL45","CHRAC1","-0.1952225","0.466"
"PaTu_8988S","CHRAC1","-0.0448724","0.679"
"PaTu_8988T","CHRAC1","-0.05658588","0.784"
"Panc 02.03","CHRAC1","-0.07289833","0.971"
"Panc 03.27","CHRAC1","-0.135674","0.388"
"Panc 04.03","CHRAC1","-0.1806345","0.492"
"Panc 05.04","CHRAC1","-0.2061201","0.706"
"Panc 08.13","CHRAC1","-0.06915019","0.706"
"Panc 10.05","CHRAC1","-0.1962519","0.308"
"RWP-1","CHRAC1","-0.01595246","0.848"
"SK-PC-1","CHRAC1","-0.2052135","0.276"
"SK-PC-3","CHRAC1","-0.3335848","0.59"
"SU.86.86","CHRAC1","-0.09730038","0.424"
"SW1990","CHRAC1","-0.2186708","0.34"
"BT-20","CREBBP","-0.4331068","0.305"
"BT-474","CREBBP","-0.6021666","0.559"
"BT-549","CREBBP","-1.074368","0.218"
"CAL-51","CREBBP","-0.3767087","0.826"
"CAMA-1","CREBBP","-0.8302587","0.262"
"EFM-19","CREBBP","-0.3101123","0.554"
"HCC1143","CREBBP","-0.8901632","0.713"
"HCC1187","CREBBP","-0.6266261","0.515"
"HCC1395","CREBBP","-0.8759474","0.806"
"HCC1419","CREBBP","-0.6121082","0.272"
"HCC1428","CREBBP","-1.837026","0.157"
"HCC1500","CREBBP","-0.9598516","0.257"
"HCC1806","CREBBP","-1.142429","0.613"
"HCC1937","CREBBP","-0.6868376","0.32"
"HCC1954","CREBBP","-0.7281675","0.071"
"HCC38","CREBBP","-0.6104492","0.162"
"Hs 578T","CREBBP","-0.185653","0.112"
"KPL-1","CREBBP","-0.2164999","0.194"
"MCF7","CREBBP","-0.0774646","0.462"
"MDA-MB-157","CREBBP","-0.2925548","0.167"
"MDA-MB-231","CREBBP","-0.2469508","0.532"
"MDA-MB-361","CREBBP","-0.7998549","0.323"
"MDA-MB-436","CREBBP","-0.9495319","0.23"
"MDA-MB-453","CREBBP","-0.2714864","0.254"
"MDA-MB-468","CREBBP","-0.2400203","0.151"
"SK-BR-3","CREBBP","-0.574573","0.527"
"SW527","CREBBP","-0.3485669","0.242"
"T-47D","CREBBP","-0.479106","0.715"
"ZR-75-1","CREBBP","-0.5710854","0.134"
"609050M","CREBBP","-0.6554478","0.855"
"A2780","CREBBP","-0.4084304","0.282"
"A2780_CIS","CREBBP","-0.6657081","0.473"
"MM_OVCAR432_Bast_1","CREBBP","-1.097799","0.071"
"OV-1946","CREBBP","-0.7852859","0.476"
"OV-90","CREBBP","-0.5419254","0.029"
"OVCA1369_TR","CREBBP","-2.179194","0.141"
"OVCA433_Bast","CREBBP","-1.530638","0.634"
"OVCA5","CREBBP","-0.4480008","0.109"
"OVCA8","CREBBP","-0.5524861","0.457"
"OVCAR-3","CREBBP","-2.674838","0.047"
"SK-OV-3","CREBBP","-0.4688745","0.345"
"TOV-1946","CREBBP","-0.6707117","0.234"
"TOV-2223G","CREBBP","-1.189746","0.002"
"TOV-3133G","CREBBP","-0.03546084","0.009"
"AsPC-1","CREBBP","-0.2650466","0.966"
"BxPC-3","CREBBP","-0.7508395","0.493"
"CFPAC-1","CREBBP","-0.1847759","0.937"
"Capan-2","CREBBP","-0.02080128","0.166"
"HPAC","CREBBP","-0.08291108","0.88"
"HPAF-II","CREBBP","-0.2365809","0.216"
"HPDE","CREBBP","-4.646844","0.002"
"Hs 766T","CREBBP","-1.423753","0.83"
"IMIM-PC-1","CREBBP","-0.242309","0.556"
"IMIM-PC-2","CREBBP","-0.230185","0.304"
"KP-3","CREBBP","-0.2810881","0.252"
"KP-4","CREBBP","-0.1865511","0.591"
"MIA PaCa-2","CREBBP","-0.2896356","0.078"
"PANC-1","CREBBP","-0.3902334","0.312"
"PL45","CREBBP","-0.3730775","0.185"
"PaTu_8988S","CREBBP","-0.4106887","0.353"
"PaTu_8988T","CREBBP","-0.2690625","0.063"
"Panc 02.03","CREBBP","-0.424361","0.038"
"Panc 03.27","CREBBP","-0.3653775","0.436"
"Panc 04.03","CREBBP","-0.5648533","0.399"
"Panc 05.04","CREBBP","-0.4692021","0.044"
"Panc 08.13","CREBBP","-0.3706494","0.508"
"Panc 10.05","CREBBP","-0.3350864","0.145"
"RWP-1","CREBBP","-0.6773003","0.532"
"SK-PC-1","CREBBP","-0.174395","0.65"
"SK-PC-3","CREBBP","-0.7914137","0.396"
"SU.86.86","CREBBP","-0.308261","0.267"
"SW1990","CREBBP","-0.5201604","0.935"
"BT-20","DNMT1","-0.4391138","0.144"
"BT-474","DNMT1","-0.2271231","0.407"
"BT-549","DNMT1","-0.5913919","0.11"
"CAL-51","DNMT1","-0.1684265","0.361"
"CAMA-1","DNMT1","-0.62986","0.081"
"EFM-19","DNMT1","-0.356492","0.066"
"HCC1143","DNMT1","-0.7722347","0.109"
"HCC1187","DNMT1","-0.5376685","0.131"
"HCC1395","DNMT1","-0.2843258","0.478"
"HCC1419","DNMT1","-0.6505136","0.021"
"HCC1428","DNMT1","-0.8863979","0.161"
"HCC1500","DNMT1","-0.1965208","0.455"
"HCC1806","DNMT1","-0.5292878","0.356"
"HCC1937","DNMT1","-0.1857156","0.38"
"HCC1954","DNMT1","-0.4318534","0.072"
"HCC38","DNMT1","-0.4094483","0.213"
"Hs 578T","DNMT1","-0.117504","0.31"
"KPL-1","DNMT1","-0.199435","0.1"
"MCF7","DNMT1","-0.1100838","0.218"
"MDA-MB-157","DNMT1","-0.5289686","0.041"
"MDA-MB-231","DNMT1","-0.2299958","0.407"
"MDA-MB-361","DNMT1","-0.6458201","0.038"
"MDA-MB-436","DNMT1","-0.3090726","0.389"
"MDA-MB-453","DNMT1","-0.01619781","0.536"
"MDA-MB-468","DNMT1","-0.1729632","0.311"
"SK-BR-3","DNMT1","-0.6084337","0.123"
"SW527","DNMT1","-0.2533683","0.151"
"T-47D","DNMT1","-0.3659363","0.223"
"ZR-75-1","DNMT1","-0.6471506","0.057"
"609050M","DNMT1","-0.498287","0.06"
"A2780","DNMT1","-0.07808514","0.424"
"A2780_CIS","DNMT1","-0.1458215","0.331"
"MM_OVCAR432_Bast_1","DNMT1","-0.9973618","0.168"
"OV-1946","DNMT1","-0.9872885","0.048"
"OV-90","DNMT1","-0.4033835","0.107"
"OVCA1369_TR","DNMT1","-1.847272","0.221"
"OVCA433_Bast","DNMT1","-1.441565","0.031"
"OVCA5","DNMT1","-0.2298505","0.34"
"OVCA8","DNMT1","-0.3979295","0.22"
"OVCAR-3","DNMT1","-0.9858916","0.13"
"SK-OV-3","DNMT1","-0.3622111","0.018"
"TOV-1946","DNMT1","-0.5668667","0.207"
"TOV-2223G","DNMT1","-0.796441","0.047"
"TOV-3133G","DNMT1","-0.1099308","0.502"
"AsPC-1","DNMT1","-0.352778","0.062"
"BxPC-3","DNMT1","-0.3813917","0.268"
"CFPAC-1","DNMT1","-0.1441654","0.195"
"Capan-2","DNMT1","-0.1084052","0.35"
"HPAC","DNMT1","-0.2112219","0.061"
"HPAF-II","DNMT1","-0.3250296","0.139"
"HPDE","DNMT1","-3.588275","0.157"
"Hs 766T","DNMT1","-0.7656728","0.398"
"IMIM-PC-1","DNMT1","-0.2614871","0.095"
"IMIM-PC-2","DNMT1","-0.04721471","0.705"
"KP-3","DNMT1","-0.2092798","0.378"
"KP-4","DNMT1","-0.08502116","0.482"
"MIA PaCa-2","DNMT1","-0.1634768","0.161"
"PANC-1","DNMT1","-0.1883522","0.236"
"PL45","DNMT1","-0.397978","0.061"
"PaTu_8988S","DNMT1","-0.2186336","0.091"
"PaTu_8988T","DNMT1","-0.2126575","0.125"
"Panc 02.03","DNMT1","-0.4225563","0.142"
"Panc 03.27","DNMT1","-0.2228049","0.167"
"Panc 04.03","DNMT1","-0.3073615","0.16"
"Panc 05.04","DNMT1","-0.346395","0.351"
"Panc 08.13","DNMT1","-0.1895005","0.234"
"Panc 10.05","DNMT1","-0.1592944","0.421"
"RWP-1","DNMT1","-0.2260804","0.267"
"SK-PC-1","DNMT1","-0.2817228","0.124"
"SK-PC-3","DNMT1","-0.7235958","0.085"
"SU.86.86","DNMT1","-0.1433258","0.295"
"SW1990","DNMT1","-0.3467387","0.093"
"BT-20","DNMT3A","0.002284304","0.967"
"BT-474","DNMT3A","-0.05059485","0.887"
"BT-549","DNMT3A","-0.1205176","0.84"
"CAL-51","DNMT3A","-0.05008899","0.945"
