"gene","cell","tissue","exp","cnv"
"ACTL6A","KPNSI9S","AUTONOMIC GANGLIA","10.274","-0.1901"
"ACTL6A","KPNYN","AUTONOMIC GANGLIA","11.001","0.037"
"ACTL6A","KS1","CENTRAL NERVOUS SYSTEM","10.941","0.4587"
"ACTL6A","KU1919","URINARY TRACT","9.9357","-0.06701"
"ACTL6A","KU812","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.344","-0.2769"
"ACTL6A","KYM1","SOFT TISSUE","10.721","-0.0078"
"ACTL6A","KYO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.4675","0.1039"
"ACTL6A","KYSE140","OESOPHAGUS","11.838","0.7908"
"ACTL6A","KYSE150","OESOPHAGUS","10.594","0.38"
"ACTL6A","KYSE180","OESOPHAGUS","12.066","1.156"
"ACTL6A","KYSE270","OESOPHAGUS","10.941","1.179"
"ACTL6A","KYSE30","OESOPHAGUS","10.296","0.8304"
"ACTL6A","KYSE410","OESOPHAGUS","11.508","0.4555"
"ACTL6A","KYSE450","OESOPHAGUS","10.071","0.5558"
"ACTL6A","KYSE510","OESOPHAGUS","10.986","0.1039"
"ACTL6A","KYSE520","OESOPHAGUS","10.114","0.2095"
"ACTL6A","KYSE70","OESOPHAGUS","11.826","2.116"
"ACTL6A","L1236","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.838","0.2891"
"ACTL6A","L33","PANCREAS","10.805","0.6192"
"ACTL6A","L363","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.335","0.3349"
"ACTL6A","L428","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.557","-0.0814"
"ACTL6A","L540","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.9906","0.1089"
"ACTL6A","LAMA84","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.8858","-0.01517"
"ACTL6A","LCLC103H","LUNG","10.083","-0.03634"
"ACTL6A","LCLC97TM1","LUNG","10.425","0.3613"
"ACTL6A","LI7","LIVER","10.159","-0.2374"
"ACTL6A","LK2","LUNG","10.985","0.5938"
"ACTL6A","LMSU","STOMACH","10.926","0.2723"
"ACTL6A","LN18","CENTRAL NERVOUS SYSTEM","9.7366","-0.2497"
"ACTL6A","LN229","CENTRAL NERVOUS SYSTEM","10.225","-0.0016"
"ACTL6A","LNCAPCLONEFGC","PROSTATE","10.237","0.1036"
"ACTL6A","LOUCY","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.142","0.06315"
"ACTL6A","LOUNH91","LUNG","9.5477","-0.0542"
"ACTL6A","LOVO","LARGE INTESTINE","11.233","-0.0852"
"ACTL6A","LOXIMVI","SKIN","10.754","-0.0426"
"ACTL6A","LP1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.8427","0.3879"
"ACTL6A","LS1034","LARGE INTESTINE","10.887","0.0346"
"ACTL6A","LS123","LARGE INTESTINE","11.057","0.2469"
"ACTL6A","LS180","LARGE INTESTINE","10.05","-0.0018"
"ACTL6A","LS411N","LARGE INTESTINE","10.964","0.2377"
"ACTL6A","LS513","LARGE INTESTINE","11.185","-0.1432"
"ACTL6A","LU65","LUNG","10.744","-0.1902"
"ACTL6A","LU99","LUNG","11.01","0.2119"
"ACTL6A","LUDLU1","LUNG","11.399","0.9826"
"ACTL6A","LXF289","LUNG","9.9207","-0.04477"
"ACTL6A","M059K","CENTRAL NERVOUS SYSTEM","9.7935","0.0248"
"ACTL6A","M07E","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.783","-5e-04"
"ACTL6A","MALME3M","SKIN","9.6685","0.3013"
"ACTL6A","MC116","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.831","0.3115"
"ACTL6A","MCAS","OVARY","10.672","0.1671"
"ACTL6A","MCF7","BREAST","10.586","0.1107"
"ACTL6A","MDAMB134VI","BREAST","10.097","0.0589"
"ACTL6A","MDAMB157","BREAST","10.49","-0.2096"
"ACTL6A","MDAMB175VII","BREAST","10.054","0.1148"
"ACTL6A","MDAMB231","BREAST","10.438","0.1135"
"ACTL6A","MDAMB361","BREAST","10.122","0.1371"
"ACTL6A","MDAMB415","BREAST","11.085","0.7038"
"ACTL6A","MDAMB435S","SKIN","10.44","0.4409"
"ACTL6A","MDAMB436","BREAST","9.123","-0.594"
"ACTL6A","MDAMB453","BREAST","10.758","0.5629"
"ACTL6A","MDAMB468","BREAST","10.304","-0.3662"
"ACTL6A","MDAPCA2B","PROSTATE","10.362","-0.002262"
"ACTL6A","MDST8","LARGE INTESTINE","10.624","0.02428"
"ACTL6A","ME1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.449","-0.01042"
"ACTL6A","MEC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.328","0.0847"
"ACTL6A","MEC2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.302","0.002032"
"ACTL6A","MEG01","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.243","-0.079"
"ACTL6A","MELHO","SKIN","10.692","0.3277"
"ACTL6A","MELJUSO","SKIN","10.481","0.3992"
"ACTL6A","MEWO","SKIN","10.623","-0.0023"
"ACTL6A","MFE280","ENDOMETRIUM","10.539","0.8836"
"ACTL6A","MFE296","ENDOMETRIUM","9.543","-0.075"
"ACTL6A","MFE319","ENDOMETRIUM","8.941","0.0266"
"ACTL6A","MG63","BONE","10.904","0.3607"
"ACTL6A","MHHCALL2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.896","-0.0528"
"ACTL6A","MHHCALL3","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.298","0.0318"
"ACTL6A","MHHCALL4","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.544","0.02651"
"ACTL6A","MHHES1","BONE","9.9705","-0.0827"
"ACTL6A","MHHNB11","AUTONOMIC GANGLIA","9.7647","-0.1757"
"ACTL6A","MIAPACA2","PANCREAS","11.051","0.3397"
"ACTL6A","MINO","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.8969","-0.2533"
"ACTL6A","MJ","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.716","0.01486"
"ACTL6A","MKN1","STOMACH","10.902","-0.0368"
"ACTL6A","MKN45","STOMACH","10.831","0.2442"
"ACTL6A","MKN74","STOMACH","11.319","0.4086"
"ACTL6A","MKN7","STOMACH","10.423","0.0315"
"ACTL6A","ML1","THYROID","9.7939","0.1106"
"ACTL6A","MM1S","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.012","0.6465"
"ACTL6A","MOLM13","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.602","-0.1162"
"ACTL6A","MOLM16","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.688","-0.1183"
"ACTL6A","MOLM6","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.6194","-0.1207"
"ACTL6A","MOLP2","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.0691","-0.0482"
"ACTL6A","MOLP8","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.144","0.0086"
"ACTL6A","MOLT13","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.446","-0.0077"
"ACTL6A","MOLT16","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.9917","0.0012"
"ACTL6A","MOLT4","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.623","-0.0617"
"ACTL6A","MONOMAC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.564","0.4762"
"ACTL6A","MONOMAC6","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.086","0.02586"
"ACTL6A","MOTN1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.299","0.1263"
"ACTL6A","MPP89","PLEURA","10.307","-0.005855"
"ACTL6A","MSTO211H","PLEURA","10.494","0.1588"
"ACTL6A","MUTZ5","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.462","0.0487"
"ACTL6A","MV411","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.686","-0.0305"
"ACTL6A","NALM19","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.901","-0.0297"
"ACTL6A","NALM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.38","0.0453"
"ACTL6A","NALM6","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.485","0.0045"
"ACTL6A","NB1","AUTONOMIC GANGLIA","10.827","0.2524"
"ACTL6A","NB4","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.744","-0.2001"
"ACTL6A","NCIH1048","LUNG","11.347","-0.0132"
"ACTL6A","NCIH1092","LUNG","11.141","0.06775"
"ACTL6A","NCIH1105","LUNG","11.725","0.9445"
"ACTL6A","NCIH1155","LUNG","11.09","-0.0513"
"ACTL6A","NCIH1184","LUNG","11.646","0.1748"
"ACTL6A","NCIH1299","LUNG","10.903","0.1226"
"ACTL6A","NCIH1339","LUNG","10.459","0.0329"
"ACTL6A","NCIH1341","LUNG","10.097","-0.2249"
"ACTL6A","NCIH1355","LUNG","9.4324","-0.1583"
"ACTL6A","NCIH1373","LUNG","10.115","0.0898"
"ACTL6A","NCIH1385","LUNG","9.1843","0.2124"
"ACTL6A","NCIH1395","LUNG","9.7124","-0.3053"
"ACTL6A","NCIH1435","LUNG","10.223","-0.6679"
"ACTL6A","NCIH1436","LUNG","10.889","0.6385"
"ACTL6A","NCIH1437","LUNG","10.716","0.4757"
"ACTL6A","NCIH146","LUNG","11.397","0.7345"
"ACTL6A","NCIH1563","LUNG","9.9713","0.4744"
"ACTL6A","NCIH1568","LUNG","10.451","0.159"
"ACTL6A","NCIH1573","LUNG","9.5076","0.3411"
"ACTL6A","NCIH1581","LUNG","10.499","0.3525"
"ACTL6A","NCIH1618","LUNG","11.454","-0.107"
"ACTL6A","NCIH1623","LUNG","10.32","0.2133"
"ACTL6A","NCIH1648","LUNG","10.909","0.7216"
"ACTL6A","NCIH1650","LUNG","10.232","0.0569"
"ACTL6A","NCIH1651","LUNG","10.382","0.4212"
"ACTL6A","NCIH1666","LUNG","10.335","0.04864"
"ACTL6A","NCIH1693","LUNG","10.415","-0.1332"
"ACTL6A","NCIH1694","LUNG","11.414","0.2765"
"ACTL6A","NCIH1703","LUNG","11.26","0.1746"
"ACTL6A","NCIH1734","LUNG","11.484","0.7983"
"ACTL6A","NCIH1755","LUNG","9.8762","-0.4214"
"ACTL6A","NCIH1781","LUNG","11.096","0.3241"
"ACTL6A","NCIH1792","LUNG","9.5145","-0.02659"
"ACTL6A","NCIH1793","LUNG","9.8764","0.3252"
"ACTL6A","NCIH1836","LUNG","11.173","0.4177"
"ACTL6A","NCIH1838","LUNG","10.449","0.09196"
"ACTL6A","NCIH1869","LUNG","10.597","0.1238"
"ACTL6A","NCIH1876","LUNG","10.454","0.4244"
"ACTL6A","NCIH1915","LUNG","10.986","0.0354"
"ACTL6A","NCIH1930","LUNG","10.468","0.0468"
"ACTL6A","NCIH1944","LUNG","10.242","-0.1711"
"ACTL6A","NCIH1963","LUNG","11.148","0.1274"
"ACTL6A","NCIH196","LUNG","11.043","0.5975"
"ACTL6A","NCIH1975","LUNG","10.594","0.275"
"ACTL6A","NCIH2009","LUNG","10.667","-0.1156"
"ACTL6A","NCIH2023","LUNG","11.294","0.195"
"ACTL6A","NCIH2029","LUNG","10.494","0.2196"
"ACTL6A","NCIH2030","LUNG","9.6663","-0.2204"
"ACTL6A","NCIH2052","PLEURA","9.6245","-0.0915"
"ACTL6A","NCIH2066","LUNG","9.8828","-0.0645"
"ACTL6A","NCIH2081","LUNG","10.926","0.934"
"ACTL6A","NCIH2085","LUNG","9.3531","-0.118"
"ACTL6A","NCIH2087","LUNG","9.9887","0.1707"
"ACTL6A","NCIH209","LUNG","10.617","0.097"
"ACTL6A","NCIH2106","LUNG","11.024","-0.107"
"ACTL6A","NCIH2110","LUNG","11.405","0.2399"
"ACTL6A","NCIH211","LUNG","10.788","0.1547"
"ACTL6A","NCIH2122","LUNG","9.6693","-0.2214"
"ACTL6A","NCIH2126","LUNG","9.2218","-1.333"
"ACTL6A","NCIH2141","LUNG","11.166","0.6132"
"ACTL6A","NCIH2170","LUNG","10.319","-0.4692"
"ACTL6A","NCIH2171","LUNG","10.449","0.3231"
"ACTL6A","NCIH2172","LUNG","10.531","-0.5786"
"ACTL6A","NCIH2196","LUNG","11.32","0.7661"
"ACTL6A","NCIH2227","LUNG","10.665","0.339"
"ACTL6A","NCIH2228","LUNG","10.829","0.8571"
"ACTL6A","NCIH226","LUNG","9.9476","0.0939"
"ACTL6A","NCIH2286","LUNG","10.335","0.1803"
"ACTL6A","NCIH2291","LUNG","10.514","0.3869"
"ACTL6A","NCIH2342","LUNG","10.511","-0.1979"
"ACTL6A","NCIH2347","LUNG","10.717","0.3987"
"ACTL6A","NCIH23","LUNG","10.567","-0.1186"
"ACTL6A","NCIH2405","LUNG","10.794","0.5406"
"ACTL6A","NCIH2444","LUNG","10.585","0.4683"
"ACTL6A","NCIH2452","PLEURA","10.81","0.3306"
"ACTL6A","NCIH28","PLEURA","10.169","0.0269"
"ACTL6A","NCIH322","LUNG","11.172","0.4115"
"ACTL6A","NCIH358","LUNG","10.704","-0.1073"
"ACTL6A","NCIH441","LUNG","10.289","0.5109"
"ACTL6A","NCIH446","LUNG","10.493","0.3703"
"ACTL6A","NCIH460","LUNG","11.068","-0.2633"
"ACTL6A","NCIH508","LARGE INTESTINE","10.812","0.8362"
"ACTL6A","NCIH510","LUNG","10.705","0.2471"
"ACTL6A","NCIH520","LUNG","10.966","0.662"
"ACTL6A","NCIH522","LUNG","10.486","0.4333"
"ACTL6A","NCIH524","LUNG","11.356","0.5233"
"ACTL6A","NCIH526","LUNG","10.654","0.02146"
"ACTL6A","NCIH596","LUNG","10.167","0.4798"
"ACTL6A","NCIH647","LUNG","10.087","-0.0909"
"ACTL6A","NCIH650","LUNG","9.0913","-1.189"
"ACTL6A","NCIH660","PROSTATE","11.972","0.3508"
"ACTL6A","NCIH661","LUNG","10.284","-0.5443"
"ACTL6A","NCIH69","LUNG","11.3","0.3958"
"ACTL6A","NCIH716","LARGE INTESTINE","10.411","0.1517"
"ACTL6A","NCIH727","LUNG","10.845","0.3017"
"ACTL6A","NCIH747","LARGE INTESTINE","11.269","0.7086"
"ACTL6A","NCIH810","LUNG","11.314","0.8328"
"ACTL6A","NCIH82","LUNG","11.041","0.4904"
"ACTL6A","NCIH838","LUNG","11.624","0.4272"
"ACTL6A","NCIH841","LUNG","10.313","-0.2544"
"ACTL6A","NCIH854","LUNG","10.253","-0.008428"
"ACTL6A","NCIH889","LUNG","10.697","0.1312"
"ACTL6A","NCIH929","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.338","-0.04682"
"ACTL6A","NCIN87","STOMACH","10.809","0.2982"
"ACTL6A","NCO2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.414","-0.1209"
"ACTL6A","NH6","AUTONOMIC GANGLIA","10.404","0.0097"
"ACTL6A","NMCG1","CENTRAL NERVOUS SYSTEM","10.354","-0.0887"
"ACTL6A","NOMO1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.935","0.5772"
"ACTL6A","NUDHL1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.3929","-0.0713"
"ACTL6A","NUDUL1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.7956","-0.9145"
"ACTL6A","NUGC2","STOMACH","10.032","0.04049"
"ACTL6A","NUGC3","STOMACH","10.224","-0.2233"
"ACTL6A","NUGC4","STOMACH","10.335","0.361"
"ACTL6A","OAW28","OVARY","11.594","1.042"
"ACTL6A","OAW42","OVARY","10.534","0.6126"
"ACTL6A","OC314","OVARY","10.307","0.0793"
"ACTL6A","OC316","OVARY","10.502","0.07944"
"ACTL6A","OCIAML2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.31","0.4217"
"ACTL6A","OCIAML3","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.1151","-0.0641"
"ACTL6A","OCIAML5","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.6723","-0.04148"
"ACTL6A","OCILY19","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.386","-0.0054"
"ACTL6A","OCILY3","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.785","0.06575"
"ACTL6A","OCIM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.4206","-0.5879"
"ACTL6A","OCUM1","STOMACH","10.187","-0.1603"
"ACTL6A","OE19","OESOPHAGUS","10.871","0.2718"
"ACTL6A","OE33","OESOPHAGUS","11.237","0.265"
"ACTL6A","ONS76","CENTRAL NERVOUS SYSTEM","10.554","0.1864"
"ACTL6A","OPM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.697","-0.0979"
"ACTL6A","OUMS23","LARGE INTESTINE","9.9781","0.1274"
"ACTL6A","OUMS27","BONE","9.842","-0.109"
"ACTL6A","OV56","OVARY","9.4666","0.053"
"ACTL6A","OV7","OVARY","10.427","0.1253"
"ACTL6A","OV90","OVARY","9.8763","0.0358"
"ACTL6A","OVCAR4","OVARY","10.895","0.1161"
"ACTL6A","OVCAR8","OVARY","10.662","-0.2375"
"ACTL6A","OVK18","OVARY","10.569","-0.05127"
"ACTL6A","OVKATE","OVARY","11.643","1.142"
"ACTL6A","OVMANA","OVARY","9.6412","0.5394"
"ACTL6A","OVSAHO","OVARY","10.169","0.5103"
"ACTL6A","OVTOKO","OVARY","10.205","-0.0226"
"ACTL6A","P12ICHIKAWA","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.808","0.0802"
"ACTL6A","P3HR1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.375","-0.00228"
"ACTL6A","PANC0203","PANCREAS","11.183","0.5567"
"ACTL6A","PANC0213","PANCREAS","9.466","0.6955"
"ACTL6A","PANC0327","PANCREAS","11.129","0.5881"
"ACTL6A","PANC0403","PANCREAS","10.241","-0.2353"
"ACTL6A","PANC0504","PANCREAS","9.9929","-0.0884"
"ACTL6A","PANC0813","PANCREAS","10.834","0.2999"
"ACTL6A","PANC1005","PANCREAS","10.725","0.2433"
"ACTL6A","PANC1","PANCREAS","11.027","0.4037"
"ACTL6A","PATU8902","PANCREAS","11.602","0.5681"
"ACTL6A","PATU8988S","PANCREAS","11.152","0.5702"
"ACTL6A","PATU8988T","PANCREAS","10.885","0.4401"
"ACTL6A","PC14","LUNG","11.32","0.6352"
"ACTL6A","PC3","PROSTATE","10.642","0.2629"
"ACTL6A","PCM6","HAEMATOPOIETIC AND LYMPHOID TISSUE","9.6245","0.5696"
"ACTL6A","PEER","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.272","0.0679"
"ACTL6A","PF382","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.308","0.0004361"
"ACTL6A","PFEIFFER","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.007","-0.0556"
"ACTL6A","PK1","PANCREAS","10.484","0.3055"
"ACTL6A","PK45H","PANCREAS","11.122","0.2735"
"ACTL6A","PK59","PANCREAS","9.5977","-0.1121"
"ACTL6A","PL21","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.572","0.0405"
"ACTL6A","PL45","PANCREAS","10.828","0.2783"
"ACTL6A","PSN1","PANCREAS","10.097","-0.3561"
"ACTL6A","QGP1","PANCREAS","10.472","-0.1165"
"ACTL6A","RAJI","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.556","0.0348"
"ACTL6A","RCC10RGB","KIDNEY","9.8097","0.203"
"ACTL6A","RCHACV","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.145","-0.03251"
"ACTL6A","RCM1","LARGE INTESTINE","10.782","0.5057"
"ACTL6A","RD","SOFT TISSUE","10.273","-0.104"
"ACTL6A","RDES","BONE","9.6416","-0.4987"
"ACTL6A","REC1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.609","0.3242"
"ACTL6A","REH","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.037","0.0496"
"ACTL6A","RERFGC1B","STOMACH","10.551","0.2417"
"ACTL6A","RERFLCAD1","LUNG","10.859","0.2685"
"ACTL6A","RERFLCAD2","LUNG","10.264","0.04"
"ACTL6A","RERFLCAI","LUNG","10.611","0.3449"
"ACTL6A","RERFLCKJ","LUNG","10.129","0.1102"
"ACTL6A","RERFLCMS","LUNG","10.304","-0.0248"
"ACTL6A","RERFLCSQ1","LUNG","11.899","1.81"
"ACTL6A","RH41","SOFT TISSUE","10.4","0.151"
"ACTL6A","RI1","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.625","0.5374"
"ACTL6A","RKN","SOFT TISSUE","10.175","0.07606"
"ACTL6A","RKO","LARGE INTESTINE","10.679","-0.1211"
"ACTL6A","RL952","ENDOMETRIUM","9.3571","-0.012"
"ACTL6A","RL","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.566","-0.0217"
"ACTL6A","RMGI","OVARY","9.9939","-0.0802"
"ACTL6A","RMUGS","OVARY","10.499","0.276"
"ACTL6A","RPMI7951","SKIN","10.559","0.2899"
"ACTL6A","RPMI8226","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.468","0.9043"
"ACTL6A","RPMI8402","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.096","0.3517"
"ACTL6A","RT112","URINARY TRACT","10.893","0.4686"
"ACTL6A","RT4","URINARY TRACT","10.597","0.0936"
"ACTL6A","RVH421","SKIN","10.043","-0.001417"
"ACTL6A","S117","SOFT TISSUE","10.276","-0.1747"
"ACTL6A","SBC5","LUNG","10.125","-0.2845"
"ACTL6A","SCABER","URINARY TRACT","10.708","0.3014"
"ACTL6A","SCC15","UPPER AERODIGESTIVE TRACT","10.585","0.8844"
"ACTL6A","SCC25","UPPER AERODIGESTIVE TRACT","10.891","0.6488"
"ACTL6A","SCC4","UPPER AERODIGESTIVE TRACT","10.043","0.3382"
"ACTL6A","SCC9","UPPER AERODIGESTIVE TRACT","9.7002","0.264"
"ACTL6A","SCLC21H","LUNG","10.736","0.1172"
"ACTL6A","SEM","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.065","0.0456"
"ACTL6A","SET2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.403","0.0903"
"ACTL6A","SF126","CENTRAL NERVOUS SYSTEM","10.979","0.1576"
"ACTL6A","SF295","CENTRAL NERVOUS SYSTEM","9.8484","-0.0256"
"ACTL6A","SH10TC","STOMACH","10.842","0.0545"
"ACTL6A","SH4","SKIN","10.651","0.3415"
"ACTL6A","SHP77","LUNG","10.665","0.0587"
"ACTL6A","SHSY5Y","AUTONOMIC GANGLIA","10.499","-0.09246"
"ACTL6A","SIGM5","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.928","0.1968"
"ACTL6A","SIMA","AUTONOMIC GANGLIA","10.196","0.0499"
"ACTL6A","SJRH30","SOFT TISSUE","9.9388","-0.1615"
"ACTL6A","SJSA1","BONE","9.9976","-0.1897"
"ACTL6A","SKBR3","BREAST","10.564","0.5164"
"ACTL6A","SKCO1","LARGE INTESTINE","9.8358","-0.4052"
"ACTL6A","SKES1","BONE","10.666","0.1286"
"ACTL6A","SKHEP1","LIVER","10.284","-0.4944"
"ACTL6A","SKLMS1","SOFT TISSUE","10.272","0.1112"
"ACTL6A","SKLU1","LUNG","9.6415","-0.2709"
"ACTL6A","SKM1","HAEMATOPOIETIC AND LYMPHOID TISSUE","11.134","0.4926"
"ACTL6A","SKMEL1","SKIN","10.115","0.1731"
"ACTL6A","SKMEL24","SKIN","9.6197","0.09029"
"ACTL6A","SKMEL28","SKIN","10.943","0.6046"
"ACTL6A","SKMEL2","SKIN","10.8","0.4172"
"ACTL6A","SKMEL30","SKIN","10.652","0.147"
"ACTL6A","SKMEL31","SKIN","9.8209","-0.1137"
"ACTL6A","SKMEL3","SKIN","9.0533","0.06237"
"ACTL6A","SKMEL5","SKIN","10.103","0.1518"
"ACTL6A","SKMES1","LUNG","9.5664","0.2394"
"ACTL6A","SKMM2","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.282","0.0433"
"ACTL6A","SKNAS","AUTONOMIC GANGLIA","9.3881","0.01084"
"ACTL6A","SKNDZ","AUTONOMIC GANGLIA","11.089","0.2042"
"ACTL6A","SKNFI","AUTONOMIC GANGLIA","9.5415","-0.0676"
"ACTL6A","SKNMC","BONE","10.929","0.6303"
"ACTL6A","SKNSH","AUTONOMIC GANGLIA","10.263","-0.0456"
"ACTL6A","SKOV3","OVARY","10.828","0.0945"
"ACTL6A","SKUT1","SOFT TISSUE","10.49","0.0835"
"ACTL6A","SNB19","CENTRAL NERVOUS SYSTEM","10.379","0.0701"
"ACTL6A","SNGM","ENDOMETRIUM","10.432","-0.0111"
"ACTL6A","SNU1040","LARGE INTESTINE","10.236","0.0345"
"ACTL6A","SNU1076","UPPER AERODIGESTIVE TRACT","9.9516","0.3591"
"ACTL6A","SNU1077","ENDOMETRIUM","9.96","-0.1978"
"ACTL6A","SNU1079","BILIARY TRACT","10.073","0.1742"
"ACTL6A","SNU1105","CENTRAL NERVOUS SYSTEM","9.9902","0.1227"
"ACTL6A","SNU1196","BILIARY TRACT","10.924","0.09037"
"ACTL6A","SNU119","OVARY","10.885","0.8111"
"ACTL6A","SNU1214","UPPER AERODIGESTIVE TRACT","11.218","1.088"
"ACTL6A","SNU1272","KIDNEY","10.252","0.0804"
"ACTL6A","SNU16","STOMACH","10.004","-0.2353"
"ACTL6A","SNU175","LARGE INTESTINE","10.191","-0.0193"
"ACTL6A","SNU182","LIVER","9.9858","-0.0846"
"ACTL6A","SNU1","STOMACH","11.018","-0.0073"
"ACTL6A","SNU201","CENTRAL NERVOUS SYSTEM","9.249","0.1838"
"ACTL6A","SNU213","PANCREAS","10.437","0.0507"
"ACTL6A","SNU216","STOMACH","9.8237","0.6267"
"ACTL6A","SNU245","BILIARY TRACT","10.316","-0.01833"
"ACTL6A","SNU283","LARGE INTESTINE","10.609","0.1463"
"ACTL6A","SNU308","BILIARY TRACT","10.094","0.3468"
"ACTL6A","SNU324","PANCREAS","10.121","0.04176"
"ACTL6A","SNU387","LIVER","10.241","0.3276"
"ACTL6A","SNU398","LIVER","10.621","0.175"
"ACTL6A","SNU407","LARGE INTESTINE","9.9768","-0.0316"
"ACTL6A","SNU410","PANCREAS","10.165","0.5408"
"ACTL6A","SNU423","LIVER","9.9343","-0.043"
"ACTL6A","SNU449","LIVER","9.5726","-0.1889"
"ACTL6A","SNU466","CENTRAL NERVOUS SYSTEM","9.5495","0.4021"
"ACTL6A","SNU46","UPPER AERODIGESTIVE TRACT","9.4244","0.3844"
"ACTL6A","SNU475","LIVER","10.197","-0.0664"
"ACTL6A","SNU478","BILIARY TRACT","9.981","-0.09973"
"ACTL6A","SNU503","LARGE INTESTINE","10.931","1.145"
"ACTL6A","SNU520","STOMACH","11.054","0.4329"
"ACTL6A","SNU5","STOMACH","10.453","0.544"
"ACTL6A","SNU61","LARGE INTESTINE","11.104","0.568"
"ACTL6A","SNU620","STOMACH","10.93","0.3827"
"ACTL6A","SNU626","CENTRAL NERVOUS SYSTEM","10.086","-0.5148"
"ACTL6A","SNU738","CENTRAL NERVOUS SYSTEM","10.834","0.2614"
"ACTL6A","SNU761","LIVER","9.6901","-0.1118"
"ACTL6A","SNU840","OVARY","10.153","0.1699"
"ACTL6A","SNU878","LIVER","11.277","0.3586"
"ACTL6A","SNU899","UPPER AERODIGESTIVE TRACT","10.894","0.9695"
"ACTL6A","SNUC1","LARGE INTESTINE","10.951","0.2575"
"ACTL6A","SNUC2A","LARGE INTESTINE","10.06","0.0548"
"ACTL6A","SNUC4","LARGE INTESTINE","10.849","0.0178"
"ACTL6A","SNUC5","LARGE INTESTINE","10.763","-0.007462"
"ACTL6A","SQ1","LUNG","11.231","0.6724"
"ACTL6A","SR786","HAEMATOPOIETIC AND LYMPHOID TISSUE","10.18","-0.0565"
